cell_type,root_id,root_626,fafb_match,fafb_nblast,manc_match,manc_nblast
LC12,720575941461728708,720575941461728708,720575940620473072,0.47,NA,0
Li10,720575941537156874,720575941723012666,720575940621563757,0.53,NA,0
LC12,720575941506407553,720575941506407553,720575940623543309,0.4,NA,0
LC12,720575941479785411,720575941479785411,720575940615856267,0.42,NA,0
LC17,720575941538845411,720575941504864023,720575940624540734,0.54,NA,0
LC25,720575941618314453,720575941535280818,720575940616406239,0.49,NA,0
LC17,720575941644249701,720575941471696992,720575940635957872,0.5,NA,0
LTe72,720575941433138391,720575941432548311,720575940614232231,0.52,NA,0
LC16,720575941629064418,720575941629064418,720575940630538362,0.51,NA,0
LC16,720575941452410951,720575941452410951,720575940626462184,0.52,NA,0
Li17,720575941476622907,720575941572177160,720575940629378883,0.36,NA,0
LC12,720575941567191862,720575941457779526,720575940618789798,0.46,NA,0
LC17,720575941609669706,720575941609669706,720575940619252718,0.48,NA,0
Li16,720575941555444481,720575941555444481,720575940627519619,0.39,NA,0
LC12,720575941537246474,720575941554151707,720575940627709287,0.47,NA,0
LCe03,720575941452817715,720575941452817715,720575940625891472,0.47,NA,0
LC17,720575941525316685,720575941525316685,720575940619395494,0.54,NA,0
Li10,720575941507481916,720575941513625347,720575940606649265,0.44,NA,0
LC12,720575941463745037,720575941463745037,720575940623736103,0.51,NA,0
LC17,720575941571278408,720575941571278408,720575940627287482,0.49,NA,0
LC16,720575941506197026,720575941506197026,720575940631233581,0.46,NA,0
Li09,720575941691829912,720575941511694924,720575940624373577,0.45,NA,0
LC12,720575941680594621,720575941680594621,720575940629729787,0.45,NA,0
LC12,720575941594570117,720575941594570117,720575940625154181,0.44,NA,0
LC12,720575941481588221,720575941481588221,720575940625056266,0.47,NA,0
LC25,720575941450419805,720575941450419805,720575940605928066,0.54,NA,0
LC16,720575941618420351,720575941618420351,720575940627100176,0.45,NA,0
LC17,720575941484615354,720575941450270813,720575940623326443,0.43,NA,0
LC24,720575941543403037,720575941543403037,720575940637673798,0.49,NA,0
aMe1,720575941689285103,720575941447543477,720575940617315189,0.42,NA,0
LC26,720575941412288657,720575941412288657,720575940606257074,0.41,NA,0
LC17,720575941429068425,720575941429068425,720575940613005791,0.49,NA,0
LC17,720575941437314848,720575941663360892,720575940616533275,0.5,NA,0
LC17,720575941549976609,720575941549976609,720575940604903298,0.72,NA,0
LC31a,720575941614372115,720575941614372115,720575940627836354,0.47,NA,0
LC31a,720575941460503622,720575941460503622,720575940611905331,0.56,NA,0
LPLC4,720575941460274416,720575941552862014,720575940623383432,0.34,NA,0
LC12,720575941666736371,720575941666736371,720575940619059438,0.49,NA,0
Li15,720575941577673576,720575941575248137,720575940617645115,0.43,NA,0
Li09,720575941438149461,720575941438149461,720575940648704900,0.47,NA,0
LC17,720575941436923922,720575941436923922,720575940619395494,0.58,NA,0
LC17,720575941563199912,720575941563199912,720575940621969249,0.59,NA,0
LC4,720575941527347737,720575941527347737,720575940633580384,0.54,NA,0
LC12,720575941480296160,720575941480296160,720575940626311882,0.5,NA,0
LC4,720575941639106847,720575941639106847,720575940611134833,0.57,NA,0
LC16,720575941469436683,720575941469436683,720575940629996741,0.48,NA,0
LC12,720575941596315687,720575941476786974,720575940626187602,0.52,NA,0
LC12,720575941533526915,720575941533526915,720575940615111611,0.4,NA,0
LC4,720575941650554865,720575941650554865,720575940624111763,0.5,NA,0
LC4,720575941454421929,720575941722774074,720575940626916936,0.42,NA,0
LC12,720575941508323607,720575941569342452,720575940622570278,0.53,NA,0
LC16,720575941519132343,720575941519132343,720575940633246399,0.44,NA,0
LC4,720575941454579881,720575941508437794,720575940630851036,0.51,NA,0
LC12,720575941459629808,720575941572396808,720575940623208269,0.5,NA,0
LT69,720575941412268203,720575941645350049,720575940614907601,0.37,NA,0
LC4,720575941555006035,720575941555006035,720575940614572742,0.39,NA,0
LC13,720575941494315952,720575941414126737,720575940627663515,0.5,NA,0
LC4,720575941460734534,720575941596379781,720575940617266722,0.49,NA,0
Li10,720575941585726598,720575941585726598,720575940606649265,0.47,NA,0
Li11,720575941500052449,720575941629691618,720575940615109782,0.44,NA,0
LC4,720575941409812398,720575941507510551,720575940625934973,0.52,NA,0
LC16,720575941579680889,720575941579680889,720575940618160273,0.4,NA,0
Li17,720575941517333594,720575941531350659,720575940616159026,0.48,NA,0
LC16,720575941473226555,720575941473226555,720575940650937078,0.47,NA,0
LC4,720575941485417026,720575941485417026,720575940615462587,0.61,NA,0
Li17,720575941633211884,720575941533262053,720575940609667538,0.46,NA,0
Li10,720575941540260757,720575941439842111,720575940630824822,0.49,NA,0
LC4,720575941621358463,720575941508274192,720575940620903551,0.51,NA,0
LC17,720575941536065458,720575941414723988,720575940611423411,0.49,NA,0
LC16,720575941570642682,720575941536408586,720575940624021325,0.37,NA,0
LC17,720575941688655116,720575941688655116,720575940639042648,0.46,NA,0
Li02,720575941519673304,720575941519673304,720575940628050569,0.43,NA,0
LPLC2,720575941441490005,720575941652578801,720575940616083345,0.49,NA,0
LC17,720575941484159430,720575941626459756,720575940637553897,0.52,NA,0
LC17,720575941459595760,720575941511832273,720575940630404664,0.51,NA,0
LC17,720575941534671794,720575941534671794,720575940615801430,0.5,NA,0
LC4,720575941462319315,720575941560419822,720575940626605200,0.53,NA,0
LC31a,720575941475677470,720575941475677470,720575940612854378,0.46,NA,0
LC31a,720575941626198939,720575941626198939,720575940627836354,0.48,NA,0
LC4,720575941491166665,720575941491166665,720575940629753807,0.47,NA,0
LC31b,720575941471732576,720575941471732576,720575940602483424,0.42,NA,0
Li13,720575941566578951,720575941479748431,720575940614124354,0.5,NA,0
LLPC1,720575941594954454,720575941594954454,720575940622958059,0.44,NA,0
CB3790,720575941652092689,720575941652092689,720575940616295541,0.5,NA,0
Li05,720575941595187926,720575941595187926,720575940623743256,0.46,NA,0
Li01,720575941409468334,720575941556809764,720575940615759170,0.44,NA,0
LC16,720575941475023902,720575941475023902,720575940623368629,0.43,NA,0
Tlp5,720575941612930534,720575941510080528,720575940622251135,0.42,NA,0
Li01,720575941630852805,720575941630852805,720575940611252394,0.47,NA,0
Li05,720575941633454533,720575941633454533,720575940619495547,0.47,NA,0
Li01,720575941644399480,720575941644399480,720575940615759170,0.49,NA,0
Li10,720575941459915504,720575941573295759,720575940627016069,0.46,NA,0
LCe05,720575941492557262,720575941391204758,720575940612192730,0.5,NA,0
Li02,720575941589308812,720575941589308812,720575940653527969,0.44,NA,0
Li11,720575941646149025,720575941544211049,720575940618341410,0.42,NA,0
Li05,720575941508418071,720575941572489886,720575940636332143,0.54,NA,0
LC16,720575941540358386,720575941406525102,720575940612946686,0.54,NA,0
Li05,720575941627211628,720575941540756765,720575940639649614,0.43,NA,0
LC15,720575941392728068,720575941392728068,720575940638126755,0.44,NA,0
Li17,720575941556493907,720575941429578488,720575940608038921,0.42,NA,0
Li17,720575941634338464,720575941437193535,720575940622066666,0.49,NA,0
LC26,720575941619382655,720575941619382655,720575940606257074,0.47,NA,0
Li02,720575941623772362,720575941623772362,720575940653527969,0.47,NA,0
Li02,720575941440875711,720575941440875711,720575940609488738,0.44,NA,0
Li10,720575941663051064,720575941663051064,720575940617973204,0.47,NA,0
Li17,720575941573746334,720575941466974038,720575940640112445,0.52,NA,0
Li01,720575941660209208,720575941660209208,720575940621843376,0.51,NA,0
LC16,720575941510284754,720575941510284754,720575940614341938,0.48,NA,0
Li05,720575941668189427,720575941668189427,720575940635073431,0.38,NA,0
Li17,720575941499644795,720575941598584617,720575940603338156,0.45,NA,0
Li01,720575941583859846,720575941583859846,720575940618751552,0.44,NA,0
Li05,720575941583862406,720575941583862406,720575940625185772,0.53,NA,0
LC20b,720575941525346891,720575941499060193,720575940624176056,0.45,NA,0
Li10,720575941525386340,720575941525386340,720575940630675326,0.47,NA,0
Li17,720575941439670572,720575941505119301,720575940603338156,0.51,NA,0
Li02,720575941516115267,720575941469718848,720575940623086874,0.48,NA,0
Li17,720575941497089664,720575941497089664,720575940626767612,0.41,NA,0
LLPt,720575941537772826,720575941629996780,720575940606871819,0.43,NA,0
LC20b,720575941517298937,720575941476477802,720575940641928693,0.41,NA,0
Li04,720575941469729088,720575941469729088,720575940627782025,0.42,NA,0
Li05,720575941497455559,720575941669297575,720575940609893330,0.45,NA,0
cLP02,720575941614477532,720575941562131090,720575940604351078,0.34,NA,0
Li11,720575941596484645,720575941622336252,720575940631301829,0.36,NA,0
Li10,720575941415538324,720575941687880716,720575940620044086,0.5,NA,0
Li17,720575941556370468,720575941556370468,720575940617088473,0.51,NA,0
Li05,720575941504778775,720575941504778775,720575940625185772,0.5,NA,0
LC16,720575941537729256,720575941537729256,720575940630914863,0.4,NA,0
Li16,720575941641852191,720575941620279935,720575940634803612,0.43,NA,0
Li10,720575941547544169,720575941449745786,720575940627800849,0.52,NA,0
LC16,720575941550373694,720575941550373694,720575940619272980,0.47,NA,0
Li17,720575941555165092,720575941555165092,720575940616293259,0.45,NA,0
LC13,720575941583759494,720575941583759494,720575940609166148,0.47,NA,0
Li17,720575941596226597,720575941503250923,720575940636539108,0.48,NA,0
Li17,720575941516603564,720575941516603564,720575940640254323,0.42,NA,0
LC15,720575941567403830,720575941593124203,720575940623230733,0.47,NA,0
LC16,720575941640208501,720575941515581177,720575940622693414,0.49,NA,0
Li17,720575941497949312,720575941654874068,720575940619249761,0.52,NA,0
Li05,720575941478613155,720575941478613155,720575940628356883,0.5,NA,0
Li10,720575941527918948,720575941451028393,720575940627899517,0.53,NA,0
Li17,720575941433251543,720575941475364148,720575940626767612,0.48,NA,0
Li10,720575941533724865,720575941533724865,720575940634930969,0.51,NA,0
Li05,720575941514281681,720575941514281681,720575940631525583,0.51,NA,0
Li02,720575941642733176,720575941642733176,720575940642197467,0.45,NA,0
Li17,720575941433291150,720575941433291150,720575940645721111,0.51,NA,0
LC16,720575941663267196,720575941663267196,720575940624412222,0.45,NA,0
LC15,720575941440457045,720575941440457045,720575940626342666,0.51,NA,0
Li10,720575941531261368,720575941447946589,720575940615025150,0.56,NA,0
Li02,720575941576645519,720575941564470631,720575940625197547,0.51,NA,0
LC13,720575941536881345,720575941593663595,720575940626607802,0.42,NA,0
LC24,720575941511028178,720575941511028178,720575940630214526,0.45,NA,0
Li17,720575941507675671,720575941507675671,720575940632853805,0.53,NA,0
LC16,720575941546190597,720575941490511669,720575940634916453,0.49,NA,0
LC13,720575941533495683,720575941533495683,720575940633397146,0.44,NA,0
LC16,720575941626079131,720575941626079131,720575940627179270,0.4,NA,0
Li10,720575941490979785,720575941490979785,720575940625471101,0.47,NA,0
Li10,720575941580999761,720575941490818101,720575940623648013,0.52,NA,0
Li21,720575941522648755,720575941506843230,720575940616727090,0.45,NA,0
LC13,720575941410652271,720575941410652271,720575940623136243,0.58,NA,0
LC13,720575941451201193,720575941451201193,720575940624998192,0.49,NA,0
LC31b,720575941575559675,720575941406320175,720575940613829388,0.45,NA,0
Li17,720575941432805473,720575941508571486,720575940629378883,0.43,NA,0
Li10,720575941520171948,720575941526175588,720575940626880912,0.46,NA,0
Li17,720575941721018426,720575941721018426,720575940639866685,0.51,NA,0
LC13,720575941519077486,720575941519077486,720575940613010837,0.37,NA,0
LC13,720575941436675470,720575941528259494,720575940620200624,0.49,NA,0
Li10,720575941492567502,720575941609992621,720575940625524455,0.51,NA,0
LC13,720575941629883884,720575941629883884,720575940619368768,0.49,NA,0
LMTe01,720575941457820998,720575941457820998,720575940626537468,0.49,NA,0
LTe11,720575941658119192,720575941658119192,720575940619676480,0.47,NA,0
LC12,720575941625946681,720575941625946681,720575940627255811,0.48,NA,0
LC12,720575941485902288,720575941485902288,720575940630131919,0.47,NA,0
LC17,720575941478658016,720575941478658016,720575940621969249,0.53,NA,0
LC12,720575941643287240,720575941643287240,720575940638822205,0.46,NA,0
LC12,720575941536867570,720575941536867570,720575940627358961,0.6,NA,0
LC12,720575941526917453,720575941526917453,720575940635090457,0.52,NA,0
LC12,720575941391402500,720575941391402500,720575940612603176,0.52,NA,0
LC12,720575941656879696,720575941656879696,720575940625343806,0.37,NA,0
LTe11,720575941539159026,720575941539159026,720575940619676480,0.45,NA,0
LC17,720575941472059147,720575941472059147,720575940629674809,0.5,NA,0
LC17,720575941656477140,720575941494660992,720575940645877527,0.56,NA,0
LC17,720575941689856630,720575941467580438,720575940629135607,0.72,NA,0
LC17,720575941533797507,720575941533797507,720575940614837877,0.44,NA,0
LC17,720575941567343098,720575941567343098,720575940608369859,0.46,NA,0
LC12,720575941476393066,720575941476393066,720575940623208269,0.5,NA,0
LC17,720575941689201391,720575941678953661,720575940614837877,0.5,NA,0
LC17,720575941544943365,720575941544943365,720575940607167580,0.58,NA,0
LC12,720575941495354055,720575941495354055,720575940619367105,0.49,NA,0
LC12,720575941533054386,720575941533054386,720575940616397791,0.51,NA,0
LC12,720575941549076616,720575941390795012,720575940623435239,0.44,NA,0
LC12,720575941540671005,720575941540671005,720575940625943165,0.45,NA,0
LC12,720575941527766968,720575941527766968,720575940630692456,0.53,NA,0
LC12,720575941598604073,720575941598604073,720575940624285261,0.47,NA,0
LTe67,720575941607805293,720575941607805293,720575940630595706,0.53,NA,0
LC12,720575941491321776,720575941491321776,720575940625056266,0.46,NA,0
LC12,720575941499804066,720575941499804066,720575940632424147,0.46,NA,0
LTe43,720575941562999303,720575941562999303,720575940605572064,0.55,NA,0
Li01,720575941466928150,720575941466928150,720575940627827599,0.45,NA,0
LPLC1,720575941541296333,720575941515581795,720575940632946477,0.49,NA,0
LC25,720575941569772658,720575941569772658,720575940639235135,0.43,NA,0
Li10,720575941410665583,720575941410665583,720575940627448472,0.47,NA,0
LC15,720575941481657730,720575941591479692,720575940627337060,0.51,NA,0
LCe02,720575941574189896,720575941516794796,720575940621632646,0.33,NA,0
Li05,720575941550471201,720575941556091172,720575940613822445,0.49,NA,0
Li01,720575941640536437,720575941549964543,720575940648328580,0.42,NA,0
Li16,720575941631068576,720575941631068576,720575940646978595,0.41,NA,0
LT52,720575941554564891,720575941554564891,720575940620982192,0.47,NA,0
LC24,720575941660296760,720575941660296760,720575940626258746,0.5,NA,0
LC25,720575941515209107,720575941515209107,720575940618704689,0.56,NA,0
LC15,720575941463152528,720575941463152528,720575940617763046,0.48,NA,0
cL11,720575941612959718,720575941593929835,720575940630883599,0.49,NA,0
cLP03,720575941723564858,720575941723564858,720575940615944337,0.45,NA,0
LC43,720575941474886186,720575941474886186,720575940633967842,0.47,NA,0
