cell_type,root_id,root_626,fafb_match,fafb_nblast,manc_match,manc_nblast
LC10a,720575941479943274,720575941439450175,720575940611623859,0.52,NA,0
LTe64,720575941610543206,720575941610543206,720575940631524951,0.48,NA,0
LC17,720575941489594062,720575941489594062,720575940620433690,0.56,NA,0
LT57,720575941526245453,720575941526245453,720575940631911186,0.5,NA,0
Li12,720575941537476338,720575941537476338,720575940624943368,0.35,NA,0
LC10a,720575941516197881,720575941516197881,720575940630500394,0.54,NA,0
LC10a,720575941574474678,720575941574474678,720575940624186407,0.5,NA,0
T4b,720575941580440441,720575941580440441,720575940631622712,0.58,NA,0
LLPC1,720575941592006507,720575941592006507,720575940629333868,0.46,NA,0
Li08,720575941612378698,720575941559442670,720575940624535696,0.46,NA,0
MeMe_e08,720575941579962457,720575941538858226,720575940627277242,0.37,NA,0
MTe51,720575941514382329,720575941514382329,720575940622448884,0.29,NA,0
LC12,720575941556661028,720575941556661028,720575940633947128,0.48,NA,0
LTe01,720575941690161627,720575941690161627,720575940626984485,0.49,NA,0
LC6,720575941544686012,720575941544686012,720575940617024818,0.47,NA,0
LC10d,720575941639534709,720575941639534709,720575940636249407,0.59,NA,0
MTe02,720575941463551120,720575941564496018,720575940639730365,0.31,NA,0
LC10b,720575941408361007,720575941408361007,720575940632766824,0.45,NA,0
LC10a,720575941517986158,720575941517986158,720575940629817849,0.49,NA,0
T4b,720575941437819711,720575941437819711,720575940616493115,0.61,NA,0
T5c,720575941603413694,720575941603413694,720575940628259689,0.58,NA,0
LLPC1,720575941522430967,720575941522430967,720575940635818175,0.4,NA,0
LLPC1,720575941643336824,720575941643336824,720575940616725689,0.36,NA,0
LC10a,720575941611943398,720575941611943398,720575940645190510,0.53,NA,0
T5b,720575941584618206,720575941584618206,720575940614332322,0.55,NA,0
T5b,720575941572675080,720575941572675080,720575940626435459,0.65,NA,0
LC10a,720575941653340889,720575941653340889,720575940629188140,0.57,NA,0
Mi4,720575941459572435,720575941459572435,720575940607270018,0.48,NA,0
Pm08,720575941530081668,720575941651988241,720575940625390828,0.49,NA,0
Mi4,720575941575406344,720575941453393459,720575940614407889,0.47,NA,0
Sm18,720575941448928590,720575941448928590,720575940617759673,0.33,NA,0
T5b,720575941513183811,720575941513183811,720575940632643501,0.59,NA,0
T4a,720575941589842316,720575941589842316,720575940629305347,0.62,NA,0
aMe1,720575941434773646,720575941434773646,720575940633311652,0.54,NA,0
aMe25,720575941562713133,720575941433316622,720575940611294562,0.43,NA,0
CB0633,720575941493682864,720575941493682864,720575940632298669,0.57,NA,0
AOTU026,720575941566666343,720575941566666343,720575940619738863,0.44,NA,0
PS055,720575941569421556,720575941569421556,720575940621361573,0.41,NA,0
LCe05,720575941570763764,720575941545049861,720575940624982792,0.53,NA,0
LC24,720575941626160748,720575941626160748,720575940622783368,0.45,NA,0
LC15,720575941393899524,720575941661997436,720575940634383330,0.55,NA,0
LMt1,720575941433336023,720575941564079511,720575940612616305,0.41,NA,0
LC12,720575941499433851,720575941550377021,720575940626800552,0.49,NA,0
Li01,720575941546648968,720575941546648968,720575940631899192,0.6,NA,0
MeMe_e05,720575941461279814,720575941504545586,720575940627285860,0.37,NA,0
MeMe_e03,720575941454749491,720575941454749491,720575940622724521,0.29,NA,0
LC6,720575941546666376,720575941546666376,720575940645288740,0.45,NA,0
LCe07,720575941479527530,720575941581781625,720575940631590943,0.38,NA,0
LPLC4,720575941505019371,720575941438735445,720575940642181005,0.5,NA,0
LPLC4,720575941480740738,720575941480740738,720575940619655685,0.5,NA,0
LC4,720575941565105554,720575941578106101,720575940640612480,0.5,NA,0
LPLC4,720575941593907307,720575941593907307,720575940621259875,0.52,NA,0
LC22,720575941483183299,720575941524631627,720575940628228251,0.54,NA,0
CB1447,720575941669191345,720575941669191345,720575940627127044,0.49,NA,0
LC22,720575941520386264,720575941732715307,720575940611201998,0.51,NA,0
LPLC4,720575941487618957,720575941524539467,720575940633176749,0.48,NA,0
LTe19,720575941488104144,720575941488104144,720575940619138373,0.51,NA,0
LPC2,720575941563715426,720575941563715426,720575940619616123,0.45,NA,0
CB2287,720575941534383747,720575941625526922,720575940611793817,0.48,NA,0
AVLP547b,720575941427938644,720575941427938644,720575940630098937,0.5,NA,0
Nod1,720575941467991830,720575941467991830,720575940628438427,0.4,NA,0
LPLC4,720575941615101081,720575941615101081,720575940627471619,0.45,NA,0
5-HTPLP01,720575941669701875,720575941450240349,720575940646419747,0.48,NA,0
aMe5,720575941482093763,720575941482093763,720575940640723675,0.43,NA,0
MTe01b,720575941587109598,720575941587109598,720575940625558515,0.2,NA,0
MTe01b,720575941553103871,720575941459313648,720575940641486032,0.49,NA,0
LPT49,720575941523623159,720575941523623159,720575940630043471,0.49,NA,0
MTe44,720575941672594343,720575941564494994,720575940645564183,0.31,NA,0
LPT21,720575941541520765,720575941481600847,720575940634017453,0.44,NA,0
LT51,720575941566221319,720575941626068170,720575940615274914,0.5,NA,0
LC6,720575941514372451,720575941514372451,720575940615369266,0.47,NA,0
"LT53,PLP098",720575941540482429,720575941540482429,720575940627069416,0.49,NA,0
LPLC4,720575941523667275,720575941523667275,720575940628523113,0.49,NA,0
LPLC4,720575941527620484,720575941527620484,720575940619014981,0.48,NA,0
MTe01b,720575941565556224,720575941626133100,720575940624426643,0.31,NA,0
MTe01b,720575941514279889,720575941514279889,720575940614416039,0.39,NA,0
Mi1,720575941528316548,720575941528316548,720575940610979590,0.54,NA,0
Mi1,720575941611660390,720575941611660390,720575940621659046,0.63,NA,0
Mi1,720575941429600393,720575941429600393,720575940648026756,0.45,NA,0
Mi1,720575941518916012,720575941518916012,720575940634907161,0.68,NA,0
Mi1,720575941513556035,720575941513556035,720575940637228341,0.51,NA,0
Li06,720575941630681580,720575941630681580,720575940628305231,0.42,NA,0
Tm20,720575941504281906,720575941504281906,720575940622139076,0.48,NA,0
T5b,720575941560048429,720575941560048429,720575940631024209,0.49,NA,0
Dm18,720575941505862850,720575941510261008,720575940610761189,0.41,NA,0
Mi1,720575941573039368,720575941573039368,720575940615811807,0.68,NA,0
TmY14,720575941506918238,720575941506918238,720575940625325031,0.41,NA,0
Y3,720575941610788966,720575941610788966,720575940614718570,0.48,NA,0
T5b,720575941504644924,720575941504644924,720575940622777385,0.54,NA,0
T5c,720575941511935820,720575941511935820,720575940627437765,0.57,NA,0
Y3,720575941602751478,720575941602751478,720575940627842122,0.47,NA,0
T5b,720575941479886816,720575941479886816,720575940612342770,0.59,NA,0
T5b,720575941584703966,720575941584703966,720575940623854077,0.6,NA,0
T5d,720575941522613323,720575941522613323,720575940628180935,0.57,NA,0
T4c,720575941541292380,720575941541292380,720575940635633588,0.59,NA,0
T4c,720575941574912438,720575941574912438,720575940620613409,0.52,NA,0
T5b,720575941652423441,720575941652423441,720575940620864877,0.56,NA,0
T4b,720575941594625393,720575941594625393,720575940619615568,0.55,NA,0
MLt3,720575941555753811,720575941555753811,720575940629161468,0.28,NA,0
MeTu1,720575941505786674,720575941533337066,720575940629421879,0.38,NA,0
Tlp14,720575941589788300,720575941589788300,720575940624982202,0.41,NA,0
T5b,720575941553955411,720575941553955411,720575940626835801,0.67,NA,0
T4b,720575941539138173,720575941539138173,720575940624483410,0.63,NA,0
T4b,720575941584692446,720575941584692446,720575940620773217,0.57,NA,0
TmY10,720575941624810954,720575941624810954,720575940632606777,0.48,NA,0
T4a,720575941488878025,720575941488878025,720575940635518093,0.58,NA,0
Tlp1,720575941550690622,720575941550690622,720575940611857626,0.47,NA,0
T4d,720575941400124707,720575941400124707,720575940629775311,0.52,NA,0
T4a,720575941558423534,720575941558423534,720575940621048240,0.57,NA,0
T4b,720575941701946842,720575941701946842,720575940629209287,0.55,NA,0
Y3,720575941517367386,720575941514178394,720575940632010321,0.38,NA,0
T4a,720575941509422430,720575941622951164,720575940614891462,0.5,NA,0
T5d,720575941556687140,720575941556687140,720575940624516391,0.53,NA,0
T4b,720575941687065718,720575941687065718,720575940621797726,0.54,NA,0
T5a,720575941547766305,720575941547766305,720575940632229540,0.62,NA,0
T5b,720575941686850572,720575941686850572,720575940606734002,0.67,NA,0
T4c,720575941572686088,720575941572686088,720575940633380192,0.5,NA,0
T5b,720575941602249974,720575941602249974,720575940621178806,0.59,NA,0
T4b,720575941597027996,720575941597027996,720575940631110475,0.52,NA,0
T4c,720575941609808873,720575941609808873,720575940637822436,0.53,NA,0
T4a,720575941494857927,720575941494857927,720575940637352845,0.55,NA,0
T4c,720575941526267558,720575941526267558,720575940633978649,0.64,NA,0
LPi04,720575941465973014,720575941465973014,720575940613757667,0.49,NA,0
T5c,720575941484889666,720575941484889666,720575940604457200,0.59,NA,0
T5b,720575941589838988,720575941589838988,720575940630306007,0.53,NA,0
T5b,720575941562476434,720575941562476434,720575940627887888,0.64,NA,0
T5c,720575941553520641,720575941553520641,720575940630342907,0.62,NA,0
Tlp1,720575941540939100,720575941540939100,720575940617233698,0.49,NA,0
T4b,720575941498800865,720575941498800865,720575940644608036,0.9,NA,0
T5b,720575941552760218,720575941552760218,720575940634421099,0.56,NA,0
T4a,720575941563632903,720575941563632903,720575940617554900,0.62,NA,0
LLPC1,720575941564227218,720575941564227218,720575940637244905,0.41,NA,0
T4d,720575941529658315,720575941529658315,720575940629672318,0.59,NA,0
T5b,720575941488840501,720575941488840501,720575940624430094,0.58,NA,0
T5a,720575941651025137,720575941651025137,720575940622366218,0.59,NA,0
T4a,720575941578038517,720575941578038517,720575940621721838,0.66,NA,0
LPi02,720575941668213681,720575941668213681,720575940605479102,0.44,NA,0
T4b,720575941668214449,720575941668214449,720575940629075279,0.59,NA,0
Y12,720575941457522591,720575941457522591,720575940627505576,0.46,NA,0
T5c,720575941574472118,720575941574472118,720575940627705621,0.62,NA,0
T5a,720575941558568686,720575941558568686,720575940624079624,0.58,NA,0
T5c,720575941522588083,720575941506681669,720575940643466912,0.62,NA,0
T5b,720575941514307674,720575941514307674,720575940599733446,0.59,NA,0
T4b,720575941689293208,720575941689293208,720575940621828488,0.6,NA,0
Tlp5,720575941406568495,720575941406568495,720575940617063654,0.49,NA,0
Y1,720575941642701906,720575941642701906,720575940637872105,0.47,NA,0
Y12,720575941494880896,720575941494880896,720575940628337790,0.31,NA,0
LPi02,720575941457727135,720575941457727135,720575940614221474,0.47,NA,0
LLPC1,720575941535578817,720575941535578817,720575940621799081,0.44,NA,0
T5c,720575941496809595,720575941496809595,720575940627264168,0.52,NA,0
T4b,720575941412962452,720575941412962452,720575940616390913,0.62,NA,0
T5a,720575941541648333,720575941587441220,720575940624436750,0.6,NA,0
T4b,720575941540947292,720575941540947292,720575940633648153,0.6,NA,0
T5b,720575941545130857,720575941545130857,720575940622620874,0.6,NA,0
Y12,720575941610443437,720575941610443437,720575940628010481,0.4,NA,0
T5b,720575941525504537,720575941525504537,720575940622620874,0.61,NA,0
T4d,720575941610508646,720575941610508646,720575940615688770,0.62,NA,0
T5a,720575941475591966,720575941475591966,720575940621651658,0.58,NA,0
LLPC1,720575941599767744,720575941412241519,720575940625894658,0.4,NA,0
T4b,720575941498132642,720575941498132642,720575940613810227,0.56,NA,0
LLPC1,720575941555405313,720575941555405313,720575940636029662,0.5,NA,0
Tlp1,720575941459521747,720575941459521747,720575940622675880,0.49,NA,0
Y12,720575941508003678,720575941508003678,720575940630893312,0.39,NA,0
T5a,720575941514294521,720575941514294521,720575940624436750,0.56,NA,0
T5c,720575941571798088,720575941571798088,720575940621681020,0.53,NA,0
T5a,720575941453028147,720575941453028147,720575940621608481,0.61,NA,0
Tlp5,720575941666322163,720575941666322163,720575940617063654,0.48,NA,0
Y4,720575941534398730,720575941534398730,720575940611911793,0.48,NA,0
T5a,720575941451718313,720575941451718313,720575940615618354,0.54,NA,0
T5b,720575941502031595,720575941502031595,720575940649361785,0.61,NA,0
Mi1,720575941514208515,720575941514208515,720575940621548543,0.46,NA,0
MTe09,720575941499924386,720575941499924386,720575940629401655,0.39,NA,0
Dm3v,720575941525173250,720575941525173250,720575940647647108,0.28,NA,0
Sm16,720575941631324357,720575941631324357,720575940660578689,0.41,NA,0
MeTu1,720575941438622738,720575941438622738,720575940624322905,0.31,NA,0
T4c,720575941478696160,720575941478696160,720575940627702534,0.47,NA,0
T4a,720575941505438789,720575941505438789,720575940619146910,0.46,NA,0
T4b,720575941473205802,720575941473205802,720575940625997258,0.52,NA,0
T4b,720575941472294496,720575941472294496,720575940634086295,0.6,NA,0
T4a,720575941505498181,720575941505498181,720575940639036494,0.58,NA,0
T4d,720575941653352153,720575941653352153,720575940639522163,0.61,NA,0
T4b,720575941510356752,720575941510356752,720575940614413218,0.65,NA,0
T5c,720575941591583528,720575941591583528,720575940622780296,0.53,NA,0
MTe11,720575941666585843,720575941666585843,720575940626211472,0.39,NA,0
Pm02,720575941512238412,720575941512238412,720575940621429440,0.52,NA,0
LC20a,720575941500435595,720575941500435595,720575940606056364,0.49,NA,0
MeMe_e02,720575941441527893,720575941513920977,720575940631445591,0.31,NA,0
LTe51,720575941653216789,720575941528167590,720575940621673852,0.48,NA,0
Tm2,720575941609884649,720575941609884649,720575940626026005,0.53,NA,0
Mi1,720575941555865764,720575941555865764,720575940622087245,0.43,NA,0
MTe33,720575941478613278,720575941506081852,720575940615212851,0.42,NA,0
Mi1,720575941527515268,720575941527515268,720575940603200428,0.48,NA,0
Mi1,720575941413063060,720575941413063060,720575940646215022,0.56,NA,0
MTe01b,720575941619148927,720575941619148927,720575940621351551,0.26,NA,0
Mi1,720575941512312017,720575941512312017,720575940633711540,0.5,NA,0
MTe47,720575941689261551,720575941408701743,720575940623126697,0.33,NA,0
Mi1,720575941522599243,720575941522599243,720575940619899294,0.51,NA,0
MTe29,720575941658887960,720575941658887960,720575940628062714,0.37,NA,0
aMe5,720575941436887826,720575941436887826,720575940642081243,0.22,NA,0
MTe01b,720575941486637890,720575941486637890,720575940630715203,0.37,NA,0
LC12,720575941495164800,720575941495164800,720575940613013246,0.54,NA,0
LC12,720575941429518255,720575941429518255,720575940625820805,0.5,NA,0
MTe37,720575941478188084,720575941438606354,720575940617907430,0.47,NA,0
LC12,720575941502745943,720575941502745943,720575940613013246,0.52,NA,0
LC12,720575941509948289,720575941535926248,720575940612546991,0.54,NA,0
aMe5,720575941432124079,720575941691070360,720575940640358709,0.39,NA,0
LC12,720575941469934603,720575941469934603,720575940621507437,0.43,NA,0
LC12,720575941587449924,720575941587449924,720575940631212115,0.46,NA,0
LC17,720575941534384906,720575941534384906,720575940608591428,0.61,NA,0
Sm35,720575941544545565,720575941611135977,720575940633878995,0.39,NA,0
LC12,720575941606045293,720575941606045293,720575940615954838,0.46,NA,0
MTe01b,720575941561225487,720575941482173370,720575940621351551,0.44,NA,0
LC17,720575941624580972,720575941624580972,720575940658689153,0.55,NA,0
MTe17,720575941509241890,720575941525418061,720575940622692101,0.5,NA,0
LC17,720575941514396921,720575941514396921,720575940619849654,0.49,NA,0
LC12,720575941599106857,720575941599106857,720575940640856205,0.53,NA,0
LC17,720575941477590849,720575941477590849,720575940625305240,0.56,NA,0
aMe6a,720575941552765594,720575941552765594,720575940622466565,0.34,NA,0
Sm19,720575941475692849,720575941475692849,720575940617010875,0.32,NA,0
LC12,720575941504682405,720575941504682405,720575940622524148,0.4,NA,0
LC12,720575941482140413,720575941482140413,720575940619398278,0.49,NA,0
LC12,720575941475615262,720575941475615262,720575940620158384,0.54,NA,0
LC17,720575941514918865,720575941469198301,720575940615637846,0.57,NA,0
LC12,720575941484889410,720575941484889410,720575940613013246,0.45,NA,0
LC17,720575941578034933,720575941578034933,720575940629205753,0.58,NA,0
MeMe_e07,720575941536180658,720575941486413830,720575940620781515,0.34,NA,0
LC17,720575941643794120,720575941643794120,720575940636934007,0.41,NA,0
aMe5,720575941552412699,720575941552412699,720575940616665830,0.25,NA,0
AVLP151,720575941611513321,720575941611513321,720575940630311383,0.45,NA,0
MTe01a,720575941478403380,720575941497459425,720575940623732744,0.42,NA,0
MTe34,720575941476208955,720575941599975721,720575940639948733,0.47,NA,0
LC12,720575941566390023,720575941643331960,720575940622524148,0.44,NA,0
LC12,720575941553527041,720575941553527041,720575940631254588,0.57,NA,0
MTe10,720575941434296846,720575941612316333,720575940606137772,0.32,NA,0
LC17,720575941538742504,720575941403786352,720575940628598828,0.56,NA,0
LC28a,720575941599951145,720575941599951145,720575940632910111,0.37,NA,0
MeMe_e04,720575941520079788,720575941442198479,720575940628226697,0.43,NA,0
MeMe_e07,720575941482422351,720575941441972827,720575940620330801,0.36,NA,0
MeMe_e08,720575941640450933,720575941555771364,720575940640856739,0.25,NA,0
MTe04,720575941646160289,720575941506314812,720575940622660490,0.25,NA,0
MeMe_e10,720575941432502703,720575941540623229,720575940626388499,0.42,NA,0
MTe11,720575941434362144,720575941434362144,720575940624514762,0.41,NA,0
MTe12,720575941574692680,720575941559258895,720575940614754797,0.22,NA,0
LC20a,720575941563561570,720575941563561570,720575940632786247,0.5,NA,0
LC10c,720575941630808358,720575941535928808,720575940625108557,0.44,NA,0
LC10b,720575941458280262,720575941458280262,720575940624847623,0.38,NA,0
LC10c,720575941440671829,720575941440671829,720575940645441828,0.48,NA,0
Pm02,720575941571875144,720575941571875144,720575940628673796,0.52,NA,0
LC28b,720575941536502250,720575941610560358,720575940621309110,0.39,NA,0
MTe04,720575941429552009,720575941429552009,720575940630541050,0.42,NA,0
LC10a,720575941535237810,720575941535237810,720575940650450934,0.52,NA,0
LC10a,720575941448907086,720575941448907086,720575940629669531,0.46,NA,0
LC10e,720575941533530546,720575941533530546,720575940628023296,0.5,NA,0
Sm20,720575941446239146,720575941438384172,720575940628134855,0.44,NA,0
LC10a,720575941491227854,720575941491227854,720575940616794585,0.56,NA,0
LC10a,720575941493540478,720575941493540478,720575940616794585,0.4,NA,0
LT57,720575941643911250,720575941643911250,720575940613668778,0.43,NA,0
LC10e,720575941509788176,720575941509788176,720575940612332401,0.48,NA,0
LC10e,720575941495149952,720575941495149952,720575940628023296,0.54,NA,0
LC10a,720575941536184330,720575941536184330,720575940622240355,0.59,NA,0
Pm02,720575941503181291,720575941503181291,720575940630770114,0.5,NA,0
LT51,720575941440603455,720575941611521001,720575940619021272,0.55,NA,0
LC10a,720575941548307517,720575941548307517,720575940627676798,0.55,NA,0
Pm02,720575941460177904,720575941558563087,720575940628586056,0.49,NA,0
LC10a,720575941465945878,720575941465945878,720575940612236241,0.6,NA,0
LC33,720575941488860981,720575941488860981,720575940618229853,0.55,NA,0
LC10c,720575941645123154,720575941496799867,720575940626972676,0.56,NA,0
Sm16,720575941656814548,720575941534291137,720575940618926661,0.32,NA,0
LC10e,720575941611690204,720575941611690204,720575940604125920,0.55,NA,0
LC10e,720575941530938597,720575941530938597,720575940628632064,0.55,NA,0
LC10a,720575941565418503,720575941565418503,720575940635263383,0.64,NA,0
LC10a,720575941605256950,720575941566793774,720575940625893834,0.44,NA,0
LC10d,720575941400228643,720575941400228643,720575940623804560,0.59,NA,0
LC10e,720575941408690094,720575941408690094,720575940628615752,0.54,NA,0
LC10a,720575941525208141,720575941525208141,720575940612499662,0.63,NA,0
LC10c,720575941503090059,720575941586295174,720575940621961741,0.58,NA,0
LC10a,720575941478456897,720575941470818679,720575940645077527,0.58,NA,0
LT51,720575941527270681,720575941527270681,720575940631263023,0.57,NA,0
Pm08,720575941541766525,720575941534277569,720575940627223140,0.47,NA,0
LC10d,720575941650991089,720575941650991089,720575940630755385,0.54,NA,0
LC10e,720575941689045467,720575941689045467,720575940622744414,0.49,NA,0
LC10d,720575941571848264,720575941571848264,720575940632103251,0.5,NA,0
LC10c,720575941440176335,720575941440176335,720575940627328262,0.42,NA,0
LC10c,720575941566391303,720575941416567580,720575940622276673,0.56,NA,0
LC6,720575941553860506,720575941553860506,720575940606672486,0.41,NA,0
LC10a,720575941556648961,720575941488831541,720575940638910296,0.59,NA,0
LC10b,720575941453360691,720575941453360691,720575940630560719,0.42,NA,0
LC10a,720575941487689282,720575941631554976,720575940626470226,0.44,NA,0
Pm02,720575941489593806,720575941489593806,720575940610826052,0.5,NA,0
LC10d,720575941582892127,720575941582892127,720575940632764115,0.49,NA,0
LC10a,720575941448062484,720575941448062484,720575940622187329,0.56,NA,0
LC6,720575941566845079,720575941470212928,720575940622489235,0.56,NA,0
LC10d,720575941555300097,720575941555300097,720575940629327872,0.52,NA,0
LC10d,720575941448577973,720575941448577973,720575940631793634,0.52,NA,0
LC10d,720575941505979301,720575941505979301,720575940613109410,0.55,NA,0
LC10d,720575941519568494,720575941519568494,720575940614601077,0.52,NA,0
Pm02,720575941629356857,720575941553535233,720575940624820938,0.53,NA,0
LC10a,720575941534399498,720575941534399498,720575940643207191,0.56,NA,0
LC10d,720575941573512264,720575941573512264,720575940624243006,0.61,NA,0
LC10c,720575941644809080,720575941644809080,720575940627346684,0.51,NA,0
LC10,720575941407316142,720575941407316142,720575940634690529,0.5,NA,0
LC10e,720575941526456486,720575941526456486,720575940624050407,0.57,NA,0
LT80,720575941562922285,720575941534400010,720575940645308196,0.44,NA,0
LT51,720575941645242273,720575941645242273,720575940622364598,0.53,NA,0
LC10d,720575941670917809,720575941548182152,720575940613109410,0.56,NA,0
LC6,720575941532374915,720575941532374915,720575940618242338,0.51,NA,0
LC6,720575941666613747,720575941666613747,720575940621260052,0.58,NA,0
LC10e,720575941554176283,720575941554176283,720575940631576546,0.7,NA,0
LC6,720575941560559987,720575941560559987,720575940644940232,0.59,NA,0
LC10a,720575941431233673,720575941431233673,720575940620720112,0.65,NA,0
LC10d,720575941500440715,720575941500440715,720575940611576729,0.49,NA,0
LC10c,720575941434418976,720575941434418976,720575940609153838,0.41,NA,0
LTe01,720575941631826156,720575941631826156,720575940626984485,0.43,NA,0
LC10e,720575941520241324,720575941578246901,720575940616179050,0.56,NA,0
LC10a,720575941570830494,720575941570830494,720575940635081579,0.61,NA,0
LC10c,720575941559765037,720575941559765037,720575940653619190,0.39,NA,0
LC10a,720575941611709404,720575941611709404,720575940624186407,0.52,NA,0
LC10a,720575941568111986,720575941568111986,720575940623082237,0.49,NA,0
LC10a,720575941501355682,720575941514119939,720575940615377319,0.54,NA,0
LC10c,720575941535605786,720575941535605786,720575940627038961,0.81,NA,0
LC10a,720575941417503260,720575941353180976,720575940627400522,0.6,NA,0
LC10a,720575941473858875,720575941473858875,720575940645603095,0.47,NA,0
LTe01,720575941566627687,720575941566627687,720575940626984485,0.44,NA,0
LC10a,720575941409932079,720575941620130943,720575940631264140,0.62,NA,0
LC10d,720575941529660875,720575941529660875,720575940621050038,0.42,NA,0
Pm02,720575941550527999,720575941550527999,720575940631411422,0.45,NA,0
LC10d,720575941441005659,720575941441005659,720575940644892708,0.51,NA,0
LC6,720575941508851472,720575941508851472,720575940604324017,0.54,NA,0
LC35,720575941610565478,720575941610565478,720575940627801737,0.37,NA,0
LC10d,720575941450633038,720575941450633038,720575940622326089,0.58,NA,0
LC10c,720575941564506024,720575941582901343,720575940610578405,0.48,NA,0
LC6,720575941505696677,720575941505696677,720575940603391404,0.56,NA,0
LC10a,720575941454282153,720575941624552586,720575940619249061,0.48,NA,0
LC10e,720575941554675079,720575941643345528,720575940616179050,0.55,NA,0
LC10a,720575941573614587,720575941573614587,720575940639057240,0.6,NA,0
LC10e,720575941629042489,720575941686979340,720575940629756556,0.55,NA,0
LC10b,720575941517210361,720575941517609432,720575940622614655,0.53,NA,0
MLt7,720575941686944268,720575941686944268,720575940638607326,0.49,NA,0
Sm06,720575941484897789,720575941558374927,720575940605686374,0.46,NA,0
LC10b,720575941535924968,720575941535924968,720575940616632891,0.44,NA,0
Mi1,720575941505428503,720575941505428503,720575940633872865,0.51,NA,0
MTe51,720575941555517338,720575941436812818,720575940626769354,0.56,NA,0
MTe51,720575941452078714,720575941452078714,720575940631057223,0.32,NA,0
MLt3,720575941721594170,720575941721594170,720575940609496331,0.44,NA,0
Sm25,720575941565301143,720575941565301143,720575940631703547,0.39,NA,0
cM04,720575941513994339,720575941513994339,720575940609228245,0.37,NA,0
aMe4,720575941516229187,720575941448894798,720575940631964729,0.24,NA,0
LC12,720575941458278470,720575941458278470,720575940615933078,0.55,NA,0
Y1,720575941434372110,720575941472259168,720575940623881450,0.44,NA,0
LC12,720575941505441815,720575941505441815,720575940629929211,0.5,NA,0
cM04,720575941429466616,720575941429466616,720575940621673983,0.47,NA,0
MTe51,720575941458079216,720575941458079216,720575940616792354,0.34,NA,0
MTe51,720575941553945939,720575941553945939,720575940605845984,0.42,NA,0
Pm02,720575941554697607,720575941469565559,720575940625362952,0.53,NA,0
LC12,720575941536172259,720575941536172259,720575940607718101,0.49,NA,0
cM08c,720575941660363344,720575941602260665,720575940640311715,0.48,NA,0
LC17,720575941644747365,720575941506919553,720575940619061851,0.48,NA,0
LC17,720575941571914142,720575941571914142,720575940623115507,0.56,NA,0
s-LNv_b,720575941689244824,720575941689244824,720575940610478531,0.48,NA,0
s-LNv_b,720575941552713626,720575941552713626,720575940628527095,0.51,NA,0
MTe16,720575941669975975,720575941669975975,720575940635398255,0.47,NA,0
LC17,720575941515397210,720575941515397210,720575940628351314,0.59,NA,0
LC17,720575941533394819,720575941533394819,720575940616603973,0.52,NA,0
LC12,720575941507201957,720575941552078471,720575940632462417,0.45,NA,0
LC12,720575941624372938,720575941624372938,720575940631212115,0.46,NA,0
LC12,720575941541856860,720575941541856860,720575940648798073,0.53,NA,0
LC17,720575941668187569,720575941668187569,720575940610872050,0.53,NA,0
LC12,720575941643296120,720575941643296120,720575940603402412,0.44,NA,0
LPT31,720575941594174571,720575941594174571,720575940623263453,0.43,NA,0
LC17,720575941489628622,720575941489628622,720575940630561578,0.58,NA,0
LC17,720575941701622490,720575941701622490,720575940623227028,0.57,NA,0
Sm19,720575941509592670,720575941406958510,720575940614919330,0.49,NA,0
LC17,720575941505479703,720575941505479703,720575940612840615,0.56,NA,0
LC17,720575941513760835,720575941513760835,720575940637670982,0.58,NA,0
LC12,720575941596983232,720575941596983232,720575940630210616,0.45,NA,0
Li26,720575941415723665,720575941654063377,720575940611414514,0.5,NA,0
LC17,720575941525555225,720575941525555225,720575940632676377,0.55,NA,0
LC10b,720575941473865531,720575941473865531,720575940625449360,0.5,NA,0
LC9,720575941504581867,720575941731024171,720575940632603873,0.59,NA,0
LC19,720575941558413860,720575941558413860,720575940619870656,0.57,NA,0
MTe50,720575941604122102,720575941604122102,720575940628149267,0.39,NA,0
MTe52,720575941574351432,720575941626186954,720575940610413262,0.37,NA,0
MTe51,720575941544907964,720575941544907964,720575940646151044,0.44,NA,0
MTe50,720575941573451592,720575941573451592,720575940614063331,0.33,NA,0
LC12,720575941688425484,720575941688425484,720575940613830722,0.56,NA,0
T5b,720575941564511542,720575941564511542,720575940631006012,0.61,NA,0
LPLC4,720575941566642734,720575941566642734,720575940629357676,0.54,NA,0
CL149,720575941477868865,720575941477868865,720575940653183905,0.4,NA,0
LC11,720575941402073635,720575941402073635,720575940638200910,0.54,NA,0
CB1380,720575941433887630,720575941433887630,720575940622416778,0.42,NA,0
LPLC4,720575941450779470,720575941450779470,720575940634559339,0.49,NA,0
LC12,720575941554001982,720575941497974690,720575940634451311,0.51,NA,0
LC17,720575941450337658,720575941450337658,720575940646265198,0.54,NA,0
LC12,720575941597428869,720575941572654587,720575940636804927,0.57,NA,0
LC4,720575941602295225,720575941602295225,720575940614582946,0.56,NA,0
LCe02,720575941612634387,720575941612634387,720575940628523580,0.58,NA,0
Li11,720575941473737787,720575941473737787,720575940618067771,0.52,NA,0
Li11,720575941471060445,720575941503359467,720575940624015852,0.53,NA,0
Li17,720575941619800959,720575941619800959,720575940627827303,0.55,NA,0
LC16,720575941502802226,720575941502802226,720575940614582765,0.58,NA,0
Li10,720575941505263127,720575941505263127,720575940627734361,0.55,NA,0
